segment,ab_group,resource_category,resource,unit,players,gainers,spenders,gain_total,spend_total,gain_per_gainer,spend_per_spender,gain_p50,gain_p75,gain_p90,gain_p99,spend_p50,spend_p75,spend_p90,spend_p99,net_p10,net_p50,net_p90,gain_top1_share,gain_top5_share,gain_top10_share,spend_top1_share,spend_top5_share,spend_top10_share,spend_events_per_spender
E. 40-99,Variant,season_pass_multiplier_2x,SeasonPassMultiplier2x,minutes,10058,5923,0,131805.0,0,22.2531,,10.0,11.379495264441111,33.77296841089945,80.0,0.0,0.0,0.0,0.0,0.0,10.0,33.77296841089945,0.33,1.59,3.1,,,,
E. 40-99,Variant,season_pass_tokens,SeasonPassToken,items,10058,33,0,2755.0,0,83.4848,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.95,68.93,85.92,,,,
E. 40-99,Variant,ul_pre_booster,UnlimitedBooster1,minutes,10058,7877,7797,331020.0,166832,42.0236,21,20.151957919345413,44.39342465753424,79.38939229189323,159.66215384615387,11.279083485581118,23.28640479936301,39.095763307249975,87.82818681318682,0.0,8.38917474370906,42.98563139739938,0.16,0.76,1.46,0.22,0.86,1.47,21.3969
E. 40-99,Variant,ul_pre_booster,UnlimitedBooster2,minutes,10058,6688,6582,205630.0,111918,30.7461,17,14.160669754185962,25.0,45.1776065907024,123.70740740740743,7.565951823004949,15.75694893341952,26.455786861747132,69.34571428571431,0.0,3.460928794419041,21.90585507246378,0.27,1.25,2.35,0.35,1.3,2.15,17.0036
E. 40-99,Variant,ul_pre_booster,UnlimitedBooster3,minutes,10058,3683,3597,82135.0,46352,22.3011,12,0.0,10.0,21.299853372434026,65.52619047619048,0.0,6.791686348606518,12.651125928358859,43.137106227106244,0.0,0.0,9.297288437679105,0.59,2.86,5.52,0.74,3.0,4.99,12.8863
E. 40-99,Variant,unlimited_lives,UnlimitedLives,minutes,10058,9999,4,8023946.0,102,802.4748,25,531.0707208391756,1066.3516608565424,1905.4196508182144,3386.685207100592,0.0,0.0,0.0,0.0,139.99533217081859,531.0691044634916,1905.4196508182144,0.06,0.27,0.52,50.0,100.0,100.0,25.5
F. 100+,Control,Avatar,Avatar,items,1750,1459,0,7839.0,0,5.3729,,5.0,6.548017807928768,8.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.31,1.16,2.03,,,,
F. 100+,Control,currency,HardCoin,coins,1750,1749,1670,2844798.0,2694050,1626.5283,1613,1056.211702931001,1806.4826141600338,3635.626794742164,8025.375,975.2664890073285,1803.6363636363635,3473.571428571429,8300.0,-236.2310559006211,-33.686441552411296,633.0584139264989,1.65,3.41,5.2,1.75,3.61,5.51,16.2287
F. 100+,Control,dream_pass_tokens,DreamPassToken,items,1750,1414,0,164020.0,0,115.9972,,49.88134592680047,97.30392156862746,204.747219413549,661.875,0.0,0.0,0.0,0.0,0.0,49.88134592680047,204.747219413549,1.48,5.11,7.52,,,,
F. 100+,Control,life,life,items,1750,335,1672,2335.0,114864,6.9701,68,0.0,0.0,3.6054600606673404,22.875,32.94972457386132,71.45454545454544,158.77792207792209,477.125,-155.69285714285712,-32.507575046904314,-10.101016995426933,3.38,12.72,21.03,0.64,2.86,5.22,68.6986
F. 100+,Control,life,liferefill,items,1750,242,0,3870.0,0,15.9917,,0.0,0.0,5.0,57.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.13,15.5,26.23,,,,
F. 100+,Control,orb,Movie_Magic,items,1750,1,0,1.0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,,,,
F. 100+,Control,orb,Reds_Greatest_Challenge,items,1750,328,0,328.0,0,1.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,1.52,3.05,,,,
F. 100+,Control,powerup,powerup_1,items,1750,1732,1551,12736.0,19374,7.3533,12,4.0,8.462833099579242,18.01168831168831,38.375,5.0,9.454545454545455,18.32857142857143,42.25,-3.0,-0.7462360369111218,3.0,0.59,2.17,3.95,20.6,31.38,32.88,12.4913
F. 100+,Control,powerup,powerup_2,items,1750,1741,1575,22952.0,21872,13.1832,13,8.973381494859684,15.026241987179487,28.482810920121334,64.5,8.721185876082613,16.26829268292683,28.322077922077924,68.25,-3.0,0.0,6.113245702730031,0.51,2.04,3.64,0.58,2.56,4.52,13.887
F. 100+,Control,powerup,powerup_3,items,1750,1738,1600,23521.0,24475,13.5334,15,9.543316624895573,15.738335527278046,29.454847478103297,60.125,8.594010497066996,15.930820399113081,28.462337662337664,67.375,-3.0,0.13525795241913927,7.567879325643301,0.47,1.82,3.28,7.1,13.27,15.1,15.2969
F. 100+,Control,powerup,unknown,items,1750,0,1,0.0,138000,,138000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,100.0,100.0,100.0,138.0
F. 100+,Control,pre_level_booster,pre_level_booster_1,items,1750,1735,1559,32151.0,23796,18.5308,15,13.276923076923076,21.42649059623849,37.828047921071175,76.0,8.130953348174389,18.790243902439027,32.78181818181818,82.875,-3.0785714285714287,4.144605864944848,15.339960058097313,0.33,1.57,2.99,2.25,4.39,6.53,15.2636
F. 100+,Control,pre_level_booster,pre_level_booster_2,items,1750,1735,1443,35500.0,25767,20.4611,17,15.031159420289853,24.190623662052236,39.98376623376623,81.5,9.137339334752443,20.933924611973392,34.25714285714286,86.125,-3.1357142857142857,4.435132330046705,17.538329238329236,0.3,1.45,2.79,2.2,4.15,6.19,17.8565
F. 100+,Control,pre_level_booster,pre_level_booster_3,items,1750,1730,1373,15469.0,12649,8.9416,9,6.373589052042753,10.720588235294116,17.37841253791709,34.125,4.5940104970669955,10.180487804878048,15.966233766233767,37.625,-3.0,1.5353497164461247,7.0789779326364695,0.98,2.39,3.67,4.75,7.03,8.97,9.2127
F. 100+,Control,season_pass_multiplier_2x,SeasonPassMultiplier2x,minutes,1750,97,0,6495.0,0,66.9588,,0.0,0.0,0.0,86.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.54,27.71,53.58,,,,
F. 100+,Control,season_pass_tokens,SeasonPassToken,items,1750,5,0,99.0,0,19.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.51,100.0,100.0,,,,
F. 100+,Control,ul_pre_booster,UnlimitedBooster1,minutes,1750,1513,1502,82330.0,52918,54.4151,35,30.482456140350877,57.52114164904862,97.07142857142857,304.375,21.95619993175282,39.868736141906865,61.88051948051949,174.125,0.0,8.032716497339138,39.817555555555565,0.78,3.41,6.08,0.61,2.71,5.1,35.2317
F. 100+,Control,ul_pre_booster,UnlimitedBooster2,minutes,1750,1448,1437,57205.0,38701,39.5062,26,25.0,36.220946915351504,65.55844155844156,226.25,15.051940982434473,26.84878048780488,46.935064935064936,144.375,-0.039867109634551506,4.019043176972281,23.990683229813666,0.86,4.22,7.83,0.84,3.55,5.93,26.9318
F. 100+,Control,ul_pre_booster,UnlimitedBooster3,minutes,1750,962,951,24660.0,17154,25.6341,18,10.0,20.953730451847246,32.07792207792208,94.375,4.717229164296973,11.965853658536584,25.51818181818182,74.5,0.0,0.0,11.308666666666667,1.82,8.72,15.59,1.41,5.94,9.83,18.0379
F. 100+,Control,unlimited_lives,UnlimitedLives,minutes,1750,1743,1,1755279.0,138,1007.0448,138,708.9622129942778,1176.5234375,2143.1663442940044,4180.0,0.0,0.0,0.0,0.0,345.1197916666667,708.9622129942778,2143.1663442940044,0.32,1.52,2.87,100.0,100.0,100.0,138.0
F. 100+,Variant,Avatar,Avatar,items,1740,1434,0,7547.0,0,5.2629,,4.982758620689655,6.411428571428572,8.0,11.0,0.0,0.0,0.0,0.0,0.0,4.982758620689655,8.0,0.2,0.94,1.78,,,,
F. 100+,Variant,currency,HardCoin,coins,1740,1740,1648,2259050.36,2136350,1298.3048,1296,872.1535309973045,1417.784008727312,2823.2616992590374,6944.69999999999,821.0558814448902,1426.5152602060778,2747.9545454545455,6534.999999999985,-202.69943453675515,-28.82987233223001,542.0095200821379,0.57,2.22,4.02,0.61,2.33,4.32,13.0485
F. 100+,Variant,dream_pass_tokens,DreamPassToken,items,1740,1647,0,738186.09,0,448.2004,,235.66489289667126,478.983855842391,1041.860142656885,2503.4999999999995,0.0,0.0,0.0,0.0,46.74376746185257,235.66489289667126,1041.860142656885,0.41,1.97,3.82,,,,
F. 100+,Variant,life,life,items,1740,255,1645,1636.0,60222,6.4157,36,0.0,0.0,1.7083568605307735,16.799999999999955,17.796135909393737,38.923692448154426,83.96969696969697,241.29999999999973,-82.04588744588744,-17.67980769230769,-5.1170227288239705,3.73,14.85,23.96,0.84,3.53,5.74,36.6091
F. 100+,Variant,life,liferefill,items,1740,129,0,2070.0,0,16.0465,,0.0,0.0,0.0,21.999999999999886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.39,32.37,44.2,,,,
F. 100+,Variant,orb,Movie_Magic,items,1740,1,0,1.0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,,,,
F. 100+,Variant,orb,Reds_Greatest_Challenge,items,1740,272,0,273.0,0,1.0037,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.73,2.2,4.03,,,,
F. 100+,Variant,powerup,powerup_1,items,1740,1699,1512,12374.0,17640,7.2831,11,3.354566744730679,6.609080188679245,12.325883418906676,72.79999999999984,4.866666666666666,7.595721925133688,13.316666666666666,29.399999999999977,-3.0,-0.49975316768142175,3.0,4.47,11.9,17.07,32.51,41.3,43.19,11.6667
F. 100+,Variant,powerup,powerup_2,items,1740,1732,1567,25100.0,20879,14.4919,13,10.242406516430002,15.609136047666336,24.233116883116885,92.89999999999986,8.801798800799467,15.844111125603234,25.509090909090908,51.89999999999998,-3.0,1.0,8.036072623029144,2.26,6.33,9.38,4.32,6.18,7.66,13.3242
F. 100+,Variant,powerup,powerup_3,items,1740,1730,1565,22846.0,23139,13.2058,14,8.613432835820895,13.750481324605314,23.141961577350862,90.79999999999984,7.421117628897807,13.804108517021,23.566666666666666,49.19999999999993,-3.0,0.6467120181405895,8.102564102564102,2.5,6.91,10.16,14.37,24.28,25.75,14.7853
F. 100+,Variant,pre_level_booster,pre_level_booster_1,items,1740,1726,1515,19879.0,15173,11.5174,10,9.670731707317074,15.048663101604278,20.893617021276594,37.0,5.954696868754164,12.917770966479718,19.612121212121213,42.19999999999993,-3.0,2.447987528344671,10.131528046421664,0.26,1.18,2.25,1.13,3.74,5.52,10.0152
F. 100+,Variant,pre_level_booster,pre_level_booster_2,items,1740,1721,1383,22173.0,16478,12.8838,11,10.64814814814815,17.01024096385542,22.47142857142857,36.0,6.892405063291139,14.856704056345379,22.083333333333336,40.69999999999993,-3.0,2.8752830188679246,12.012531328320803,0.23,1.03,1.94,1.03,3.47,4.93,11.9147
F. 100+,Variant,pre_level_booster,pre_level_booster_3,items,1740,1717,1361,16628.0,12745,9.6843,9,7.2022172949002226,10.984069264069264,18.544137022397894,37.89999999999998,5.038283420808892,10.797828355288901,16.540909090909093,38.39999999999998,-3.0,1.8907235621521337,7.974097331240189,0.31,1.43,2.73,0.82,2.67,4.39,9.3644
F. 100+,Variant,season_pass_multiplier_2x,SeasonPassMultiplier2x,minutes,1740,1133,0,29500.0,0,26.0371,,10.0,30.0,40.0,93.99999999999977,0.0,0.0,0.0,0.0,0.0,10.0,40.0,1.39,6.71,9.69,,,,
F. 100+,Variant,season_pass_tokens,SeasonPassToken,items,1740,10,0,140.0,0,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.43,64.29,100.0,,,,
F. 100+,Variant,ul_pre_booster,UnlimitedBooster1,minutes,1740,1583,1571,76945.0,48638,48.6071,30,40.0,60.218671152228765,83.25757575757575,157.99999999999955,23.940096846005098,38.81447763140734,55.062121212121205,107.59999999999968,0.0,11.368415132318987,37.81130980820422,0.7,2.94,4.55,0.92,2.78,4.27,30.9599
F. 100+,Variant,ul_pre_booster,UnlimitedBooster2,minutes,1740,1430,1418,49685.0,33898,34.7448,23,25.0,37.932785299806575,55.083333333333336,141.9999999999999,15.194366357387759,26.19769140472153,40.122727272727275,91.29999999999995,-0.09523809523809523,4.023391812865498,22.835881509794557,1.2,4.74,6.94,1.31,4.0,5.72,23.9055
F. 100+,Variant,ul_pre_booster,UnlimitedBooster3,minutes,1740,937,924,21500.0,15652,22.9456,16,10.0,16.561461794019934,25.0,71.99999999999989,3.961627207877674,11.755601930350855,23.990909090909092,59.69999999999982,0.0,0.0,9.566666666666666,2.14,9.74,13.65,2.51,7.72,10.49,16.9394
F. 100+,Variant,unlimited_lives,UnlimitedLives,minutes,1740,1735,1,2457740.0,2,1416.5648,2,1013.557142857143,1620.4989365473236,2853.2608695652175,6284.999999999998,0.0,0.0,0.0,0.0,513.2870370370371,1013.557142857143,2853.2608695652175,0.38,1.7,3.14,100.0,100.0,100.0,2.0
